Name,Imdb,Status,Netflix us,Hulu us,Disney plus us,Appletv plus us
Destino,tt0377770,nominated,false,false,true,
Gone Nutty,tt0342965,nominated,false,false,false,
Nibbles,tt0392542,nominated,false,false,false,
Two Soldiers,tt0304858,won,false,false,false,
(A)Torzija,tt0350476,nominated,false,false,false,
Most,tt0345672,nominated,false,false,false,
Squash,tt0341588,nominated,false,false,false,
The Red Jacket,tt0323844,nominated,false,false,false,
Chernobyl Heart,tt0396959,won,false,false,false,
Asylum,tt0363445,nominated,false,false,false,
Ferry Tales,tt0363607,nominated,false,false,false,
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,tt0317910,won,false,false,false,
Capturing the Friedmans,tt0342172,nominated,false,false,false,
Cuban Rafters,tt0321376,nominated,false,false,false,
My Architect,tt0373175,nominated,false,false,false,
The Weather Underground,tt0343168,nominated,false,false,false,
Finding Nemo,tt0266543,won,false,false,true,
Brother Bear,tt0328880,nominated,false,false,true,
"Crouching Tiger, Hidden Dragon",tt0190332,won,true,false,false,
Quills,tt0180073,nominated,false,false,false,
Vatel,tt0190861,nominated,false,false,false,
Malena,tt0213847,nominated,false,false,false,
"O Brother, Where Art Thou?",tt0190590,nominated,false,false,false,
The Patriot,tt0187393,nominated,false,false,false,
Gladiator,tt0172495,won,false,false,false,
102 Dalmatians,tt0211181,nominated,false,false,true,
Into the Arms of Strangers: Stories of the Kindertransport,tt0248912,won,false,false,false,
Legacy,tt0188028,nominated,false,false,false,
Long Night's Journey Into Day,tt0236447,nominated,false,false,false,
Scottsboro: An American Tragedy,tt0240885,nominated,false,false,false,
Sound and Fury,tt0240912,nominated,false,false,false,
Big Mama,tt0280353,won,false,false,false,
Curtain Call,tt0280580,nominated,false,false,false,
Dolphins,tt0263278,nominated,false,false,false,
On Tiptoe: Gentle Steps to Freedom,tt0281010,nominated,false,false,false,
The Man on Lincoln's Nose,tt0271628,nominated,false,false,false,
Hollow Man,tt0164052,nominated,false,false,false,
The Perfect Storm,tt0177971,nominated,false,false,false,
Traffic,tt0181865,won,false,false,false,
Amores perros,tt0245712,nominated,false,false,false,
Divided We Fall,tt0234288,nominated,false,false,false,
Everybody's Famous!,tt0209037,nominated,false,false,false,
The Taste of Others,tt0216787,nominated,false,false,false,
How the Grinch Stole Christmas,tt0170016,won,true,false,false,
Shadow of the Vampire,tt0189998,nominated,false,false,false,
The Cell,tt0209958,nominated,false,false,false,
Chocolat,tt0241303,nominated,false,false,false,
Wonder Boys,tt0185014,won,false,false,false,
Dancer in the Dark,tt0168629,nominated,false,false,false,
Meet the Parents,tt0212338,nominated,false,false,false,
The Emperor's New Groove,tt0120917,nominated,false,false,true,
Erin Brockovich,tt0195685,nominated,false,false,false,
Father and Daughter,tt0279079,won,false,false,false,
Rejected,tt0234588,nominated,false,false,false,
The Periwig-Maker,tt0239797,nominated,false,false,false,
Quiero ser (I want to be...),tt0216131,won,false,false,false,
By Courier,tt0278378,nominated,false,false,false,
One Day Crossing,tt0269658,nominated,false,false,false,
Seraglio,tt0262758,nominated,false,false,false,
Uma História de Futebol,tt0207112,nominated,false,false,false,
Cast Away,tt0162222,nominated,false,false,false,
U-571,tt0141926,won,false,false,false,
Space Cowboys,tt0186566,nominated,false,false,false,
Almost Famous,tt0181875,won,false,false,false,
Billy Elliot,tt0249462,nominated,false,false,false,
You Can Count on Me,tt0203230,nominated,false,false,false,
Chicago,tt0299658,won,false,false,false,
Gangs of New York,tt0217505,nominated,false,false,false,
The Hours,tt0274558,nominated,false,false,false,
Talk to Her,tt0287467,won,false,false,false,
Far from Heaven,tt0297884,nominated,false,false,false,
My Big Fat Greek Wedding,tt0259446,nominated,false,false,false,
Y tu mamá también,tt0245574,nominated,true,false,false,
The Pianist,tt0253474,won,true,false,false,
About a Boy,tt0276751,nominated,false,false,false,
Adaptation.,tt0268126,nominated,false,false,false,
Nowhere in Africa,tt0161860,won,false,false,false,
Hero,tt0299977,nominated,false,false,false,
The Crime of Padre Amaro,tt0313196,nominated,false,false,false,
The Man Without a Past,tt0311519,nominated,false,false,false,
Zus & zo,tt0245157,nominated,false,false,false,
Road to Perdition,tt0257044,won,true,false,false,
Spider-Man,tt0145487,nominated,false,false,false,
The Lord of the Rings: The Two Towers,tt0167261,won,false,false,false,
Minority Report,tt0181689,nominated,true,false,false,
Frida,tt0120679,won,false,false,false,
The Time Machine,tt0268695,nominated,true,false,false,
8 Mile,tt0298203,won,false,false,false,
The Wild Thornberrys Movie,tt0282120,nominated,false,false,false,
Catch Me If You Can,tt0264464,nominated,false,false,false,
The Chubbchubbs!,tt0331218,won,false,false,false,
Mike's New Car,tt0323250,nominated,false,false,true,
Mount Head,tt0351382,nominated,false,false,false,
Rocks,tt0330801,nominated,false,false,false,
The Cathedral,tt0351167,nominated,false,false,false,
This Charming Man,tt0340071,won,false,false,false,
Dog,tt0303350,nominated,false,false,false,
Gridlock,tt0281850,nominated,false,false,false,
I'll Wait for the Next One...,tt0325638,nominated,false,false,false,
Johnny Flynton,tt0329245,nominated,false,false,false,
Twin Towers,tt0344503,won,false,false,false,
Mighty Times: The Legacy of Rosa Parks,tt0353737,nominated,false,false,false,
The Collector of Bedford Street,tt0325193,nominated,false,false,false,
Why Can't We Be a Family Again?,tt0344563,nominated,false,false,false,
Bowling for Columbine,tt0310793,won,false,false,false,
Daughter from Danang,tt0303281,nominated,false,false,false,
Prisoner of Paradise,tt0316013,nominated,false,false,false,
Spellbound,tt0334405,nominated,false,false,false,
Winged Migration,tt0301727,nominated,false,false,false,
Spirited Away,tt0245429,won,false,false,false,
Ice Age,tt0268380,nominated,false,false,true,
Lilo & Stitch,tt0275847,nominated,false,false,true,
Spirit: Stallion of the Cimarron,tt0166813,nominated,false,true,false,
Treasure Planet,tt0133240,nominated,false,false,true,
Star Wars: Episode II - Attack of the Clones,tt0121765,nominated,false,false,true,
A Beautiful Mind,tt0268978,won,false,false,false,
In the Bedroom,tt0247425,nominated,false,false,false,
Gosford Park,tt0280707,won,false,false,false,
Amélie,tt0211915,nominated,false,false,false,
Memento,tt0209144,nominated,false,false,false,
Monster's Ball,tt0285742,nominated,false,false,false,
The Royal Tenenbaums,tt0265666,nominated,false,false,false,
Ghost World,tt0162346,nominated,false,false,false,
No Man's Land,tt0283509,won,false,false,false,
Elling,tt0279064,nominated,false,false,false,
Lagaan: Once Upon a Time in India,tt0169102,nominated,true,false,false,
Son of the Bride,tt0292542,nominated,false,false,false,
The Lord of the Rings: The Fellowship of the Ring,tt0120737,won,false,false,false,
The Man Who Wasn't There,tt0243133,nominated,false,false,false,
Moulin Rouge!,tt0203009,won,false,false,false,
Harry Potter and the Sorcerer's Stone,tt0241527,nominated,false,false,false,
The Affair of the Necklace,tt0242252,nominated,false,false,false,
Black Hawk Down,tt0265086,won,false,false,false,
Pearl Harbor,tt0213149,won,false,false,false,
A.I. Artificial Intelligence,tt0212720,nominated,false,false,false,
"Monsters, Inc.",tt0198781,won,false,false,true,
Kate & Leopold,tt0035423,nominated,true,false,false,
Vanilla Sky,tt0259711,nominated,false,false,false,
For the Birds,tt0248808,won,false,false,true,
Fifty Percent Grey,tt0303336,nominated,false,false,false,
Give Up Yer Aul Sins,tt0308317,nominated,false,false,false,
Strange Invaders,tt0296874,nominated,false,false,false,
Stubble Trouble,tt0309121,nominated,false,false,false,
The Accountant,tt0222675,won,false,false,false,
A Man Thing,tt0304394,nominated,false,false,false,
Copy Shop,tt0182014,nominated,false,false,false,
Gregor's Greatest Invention,tt0304107,nominated,false,false,false,
Speed for Thespians,tt0269899,nominated,false,false,false,
Thoth,tt0299178,won,false,false,false,
Artists and Orphans: A True Drama,tt0289073,nominated,false,false,false,
Sing!,tt0308899,nominated,false,false,false,
Murder on a Sunday Morning,tt0307197,won,false,false,false,
Children Underground,tt0264476,nominated,false,false,false,
LaLee's Kin: The Legacy of Cotton,tt0274622,nominated,false,false,false,
Promises,tt0282864,nominated,false,false,false,
War Photographer,tt0309061,nominated,false,false,false,
Shrek,tt0126029,won,false,false,false,
Jimmy Neutron: Boy Genius,tt0268397,nominated,true,false,false,
Sleepy Hollow,tt0162661,won,false,false,false,
Anna and the King,tt0166485,nominated,false,false,false,
The Talented Mr. Ripley,tt0134119,nominated,true,false,false,
American Beauty,tt0169547,won,false,false,false,
Snow Falling on Cedars,tt0120834,nominated,false,false,false,
The End of the Affair,tt0172396,nominated,false,false,false,
The Insider,tt0140352,nominated,false,false,false,
Topsy-Turvy,tt0151568,won,false,false,false,
Titus,tt0120866,nominated,false,false,false,
One Day in September,tt0230591,won,false,false,false,
Buena Vista Social Club,tt0186508,nominated,false,false,false,
Genghis Blues,tt0187859,nominated,false,false,false,
On the Ropes,tt0181733,nominated,false,false,false,
Speaking in Strings,tt0181835,nominated,false,false,false,
King Gimp,tt0239528,won,false,false,false,
Eyewitness,tt0239379,nominated,false,false,false,
The Wildest Show in the South: The Angola Prison Rodeo,tt0240216,nominated,false,false,false,
The Matrix,tt0133093,won,true,false,false,
Fight Club,tt0137523,nominated,false,false,false,
Star Wars: Episode I - The Phantom Menace,tt0120915,nominated,false,false,true,
Stuart Little,tt0164912,nominated,true,false,false,
The Sixth Sense,tt0167404,nominated,false,false,false,
All About My Mother,tt0185125,won,false,false,false,
East/West,tt0181530,nominated,false,false,false,
Himalaya,tt0210727,nominated,false,false,false,
Solomon & Gaenor,tt0181830,nominated,false,false,false,
Under the Sun,tt0158302,nominated,false,false,false,
Austin Powers: The Spy Who Shagged Me,tt0145660,nominated,true,false,false,
Bicentennial Man,tt0182789,nominated,false,false,false,
Life,tt0123964,nominated,false,false,false,
The Red Violin,tt0120802,won,false,false,false,
Angela's Ashes,tt0145653,nominated,false,false,false,
Tarzan,tt0120855,won,true,false,false,
Magnolia,tt0175880,nominated,true,false,false,
Music of the Heart,tt0166943,nominated,false,false,false,
"South Park: Bigger, Longer & Uncut",tt0158983,nominated,false,false,false,
Toy Story 2,tt0120363,nominated,false,false,true,
The Green Mile,tt0120689,nominated,false,false,false,
The Old Man and the Sea,tt0207639,won,false,false,false,
3 Misses,tt0239206,nominated,false,false,false,
Humdrum,tt0192145,nominated,false,false,false,
My Grandmother Ironed the King's Shirts,tt0210853,nominated,false,false,false,
When the Day Breaks,tt0200282,nominated,false,false,false,
My Mother Dreams the Satan's Disciples in New York,tt0177023,won,false,false,false,
Killing Joe,tt0236386,nominated,false,false,false,
Kleingeld,tt0200780,nominated,false,false,false,
Stora & små mirakel,tt0239583,nominated,false,false,false,
Theis and Nico,tt0191850,nominated,false,false,false,
The Mummy,tt0120616,nominated,false,false,false,
The Cider House Rules,tt0124315,won,false,false,false,
Election,tt0126886,nominated,false,false,false,
Being John Malkovich,tt0120601,nominated,false,false,false,
The English Patient,tt0116209,won,false,false,false,
Hamlet,tt0116477,nominated,false,false,false,
Romeo + Juliet,tt0117509,nominated,false,false,false,
The Birdcage,tt0115685,nominated,false,false,false,
Fly Away Home,tt0116329,nominated,false,false,false,
Michael Collins,tt0117039,nominated,false,false,false,
Angels and Insects,tt0112365,nominated,false,false,false,
The Portrait of a Lady,tt0117364,nominated,false,false,false,
When We Were Kings,tt0118147,won,false,false,false,
Mandela,tt0116980,nominated,false,false,false,
Suzanne Farrell: Elusive Muse,tt0117793,nominated,false,false,false,
Tell the Truth and Run: George Seldes and the American Press,tt0117873,nominated,false,false,false,
The Line King: The Al Hirschfeld Story,tt0116886,nominated,false,false,false,
Breathing Lessons: The Life and Work of Mark O'Brien,tt0115753,won,false,false,false,
An Essay on Matisse,tt0116234,nominated,false,false,false,
Cosmic Voyage,tt0115952,nominated,false,false,false,
Special Effects: Anything Can Happen,tt0117709,nominated,false,false,false,
The Wild Bunch: An Album in Montage,tt0118167,nominated,false,false,false,
The Ghost and the Darkness,tt0116409,won,false,false,false,
Daylight,tt0116040,nominated,false,false,false,
Eraser,tt0116213,nominated,false,false,false,
Independence Day,tt0116629,won,false,false,false,
DragonHeart,tt0116136,nominated,true,false,false,
Twister,tt0117998,nominated,false,false,false,
Jerry Maguire,tt0116695,nominated,true,false,false,
Shine,tt0117631,nominated,false,false,false,
Kolya,tt0116790,won,false,false,false,
A Chef in Love,tt0117050,nominated,false,false,false,
Prisoner of the Mountains,tt0116754,nominated,false,false,false,
Ridicule,tt0117477,nominated,false,false,false,
The Other Side of Sunday,tt0117817,nominated,false,false,false,
The Nutty Professor,tt0117218,won,false,false,false,
Ghosts of Mississippi,tt0116410,nominated,false,false,false,
Star Trek: First Contact,tt0117731,nominated,false,false,false,
Sleepers,tt0117665,nominated,false,false,false,
Emma,tt0116191,won,false,false,false,
James and the Giant Peach,tt0116683,nominated,false,false,true,
The First Wives Club,tt0116313,nominated,true,false,false,
The Hunchback of Notre Dame,tt0116583,nominated,false,false,true,
The Preacher's Wife,tt0117372,nominated,false,false,false,
Evita,tt0116250,won,false,false,false,
One Fine Day,tt0117247,nominated,false,false,false,
That Thing You Do!,tt0117887,nominated,false,false,false,
The Mirror Has Two Faces,tt0117057,nominated,false,false,false,
Up Close & Personal,tt0118055,nominated,false,false,false,
Secrets & Lies,tt0117589,nominated,false,false,false,
Quest,tt0117419,won,false,false,false,
Canhead,tt0115817,nominated,false,false,false,
La Salla,tt0117542,nominated,false,false,false,
Wat's Pig,tt0118123,nominated,false,false,false,
Dear Diary,tt0116058,won,false,false,false,
"De tripas, corazón",tt0116044,nominated,false,false,false,
Ernst & lyset,tt0116214,nominated,false,false,false,
Linked,tt0116233,nominated,false,false,false,
Senza parole,tt0118191,nominated,false,false,false,
The Rock,tt0117500,nominated,false,false,false,
Sling Blade,tt0117666,won,true,false,false,
The Crucible,tt0115988,nominated,false,false,false,
Trainspotting,tt0117951,nominated,false,false,false,
Fargo,tt0116282,won,false,false,false,
Lone Star,tt0116905,nominated,false,false,false,
Titanic,tt0120338,won,false,false,false,
Gattaca,tt0119177,nominated,false,false,false,
Kundun,tt0119485,nominated,false,false,false,
Amistad,tt0118607,nominated,false,false,false,
The Wings of the Dove,tt0120520,nominated,false,false,false,
Oscar and Lucinda,tt0119843,nominated,false,false,false,
The Long Way Home,tt0119561,won,false,false,false,
4 Little Girls,tt0118540,nominated,false,false,false,
Ayn Rand: A Sense of Life,tt0118662,nominated,false,false,false,
Colors Straight Up,tt0126249,nominated,false,false,false,
Waco: The Rules of Engagement,tt0120472,nominated,false,false,false,
A Story of Healing,tt0141858,won,false,false,false,
Alaska: Spirit of the Wild,tt0130445,nominated,false,false,false,
Amazon,tt0140803,nominated,false,false,false,
Family Video Diaries: Daughter of the Bride,tt0129918,nominated,false,false,false,
Still Kicking: The Fabulous Palm Springs Follies,tt0141856,nominated,false,false,false,
Face/Off,tt0119094,nominated,false,false,false,
The Fifth Element,tt0119116,nominated,false,false,false,
Starship Troopers,tt0120201,nominated,false,false,false,
The Lost World: Jurassic Park,tt0119567,nominated,false,false,false,
Air Force One,tt0118571,nominated,false,false,false,
As Good as It Gets,tt0119822,nominated,true,false,false,
Character,tt0119448,won,false,false,false,
Beyond Silence,tt0116692,nominated,false,false,false,
Four Days in September,tt0119815,nominated,false,false,false,
Secrets of the Heart,tt0120090,nominated,false,false,false,
The Thief,tt0124207,nominated,false,false,false,
Men in Black,tt0119654,won,false,false,false,
Mrs Brown,tt0119280,nominated,false,false,false,
The Full Monty,tt0119164,won,false,true,false,
Anastasia,tt0118617,nominated,false,false,false,
My Best Friend's Wedding,tt0119738,nominated,false,true,false,
Con Air,tt0118880,nominated,false,false,false,
Hercules,tt0119282,nominated,false,false,true,
Geri's Game,tt0131409,won,false,false,true,
Famous Fred,tt0141005,nominated,false,false,false,
Mermaid,tt0130860,nominated,false,false,false,
Redux Riding Hood,tt0141560,nominated,false,false,false,
The Old Lady and the Pigeons,tt0127710,nominated,false,false,false,
Visas and Virtue,tt0141963,won,false,false,false,
Dance Lexie Dance,tt0140934,nominated,false,false,false,
It's Good to Talk,tt0141401,nominated,false,false,false,
Skal vi være kærester?,tt0141868,nominated,false,false,false,
Wolfgang,tt0141995,nominated,false,false,false,
Contact,tt0118884,nominated,false,false,false,
L.A. Confidential,tt0119488,won,false,false,false,
Donnie Brasco,tt0119008,nominated,false,false,false,
The Sweet Hereafter,tt0120255,nominated,false,false,false,
Wag the Dog,tt0120885,nominated,false,false,false,
Good Will Hunting,tt0119217,won,false,true,false,
Boogie Nights,tt0118749,nominated,false,false,false,
Deconstructing Harry,tt0118954,nominated,false,false,false,
Restoration,tt0114272,won,false,false,false,
A Little Princess,tt0113670,nominated,true,false,false,
Richard III,tt0114279,nominated,false,false,false,
Braveheart,tt0112573,won,false,false,false,
Batman Forever,tt0112462,nominated,false,false,false,
Shanghai Triad,tt0115012,nominated,false,false,false,
12 Monkeys,tt0114746,nominated,false,false,false,
Anne Frank Remembered,tt0112373,won,false,false,false,
Hank Aaron: Chasing the Dream,tt0113254,nominated,false,false,false,
Small Wonders,tt0117669,nominated,false,false,false,
The Battle Over Citizen Kane,tt0115634,nominated,false,false,false,
Troublesome Creek: A Midwestern,tt1614420,nominated,false,false,false,
One Survivor Remembers,tt0114044,won,false,false,false,
Jim Dine: A Self-Portrait on the Walls,tt0113473,nominated,false,false,false,
Never Give Up: The 20th Century Odyssey of Herbert Zipper,tt0113963,nominated,false,false,false,
The Living Sea,tt0113676,nominated,false,false,false,
The Shadow of Hate,tt0114405,nominated,false,false,false,
Crimson Tide,tt0112740,nominated,false,false,false,
Babe,tt0112431,won,false,false,false,
Apollo 13,tt0112384,won,false,false,false,
Se7en,tt0114369,nominated,false,false,false,
Antonia's Line,tt0112379,won,false,false,false,
All Things Fair,tt0113720,nominated,false,false,false,
Dust of Life,tt0110880,nominated,false,false,false,
O Quatrilho,tt0114212,nominated,false,false,false,
The Star Maker,tt0114808,nominated,false,false,false,
My Family,tt0113896,nominated,false,false,false,
Roommates,tt0114296,nominated,false,false,false,
Il postino,tt0110877,won,false,false,false,
Nixon,tt0113987,nominated,false,false,false,
Pocahontas,tt0114148,won,false,false,true,
Sabrina,tt0114319,nominated,false,false,false,
The American President,tt0112346,nominated,false,false,false,
Toy Story,tt0114709,nominated,false,false,true,
Unstrung Heroes,tt0114798,nominated,false,false,false,
Dead Man Walking,tt0112818,nominated,false,false,false,
Don Juan DeMarco,tt0112883,nominated,false,false,false,
A Close Shave,tt0112691,won,false,false,false,
Gagarin,tt0113138,nominated,false,false,false,
Runaway Brain,tt0114308,nominated,false,false,false,
The Chicken from Outer Space,tt0112661,nominated,false,false,false,
The End,tt0112958,nominated,false,false,false,
Lieberman in Love,tt0113653,won,false,false,false,
Brooms,tt0112584,nominated,false,false,false,
Duke of Groove,tt0112910,nominated,false,false,false,
Little Surprises,tt0113671,nominated,false,false,false,
Tuesday Morning Ride,tt0114742,nominated,false,false,false,
Waterworld,tt0114898,nominated,false,false,false,
Sense and Sensibility,tt0114388,won,false,false,false,
Leaving Las Vegas,tt0113627,nominated,false,false,false,
The Usual Suspects,tt0114814,won,false,false,false,
Mighty Aphrodite,tt0113819,nominated,false,false,false,
Shakespeare in Love,tt0138097,won,false,false,false,
Pleasantville,tt0120789,nominated,false,false,false,
Saving Private Ryan,tt0120815,won,false,false,false,
A Civil Action,tt0120633,nominated,false,false,false,
The Thin Red Line,tt0120863,nominated,false,false,false,
Beloved,tt0120603,nominated,false,false,false,
Velvet Goldmine,tt0120879,nominated,false,false,false,
The Last Days,tt0174852,won,false,false,false,
Dancemaker,tt0175550,nominated,false,false,false,
Lenny Bruce: Swear to Tell the Truth,tt0175844,nominated,false,false,false,
Regret to Inform,tt0181786,nominated,false,false,false,
"The Farm: Angola, USA",tt0139193,nominated,false,false,false,
The Personals,tt0176018,won,false,false,false,
A Place in the Land,tt0189009,nominated,false,false,false,
Sunrise Over Tiananmen Square,tt0189121,nominated,false,false,false,
Armageddon,tt0120591,nominated,false,false,false,
The Mask of Zorro,tt0120746,nominated,true,false,false,
What Dreams May Come,tt0120889,won,false,false,false,
Mighty Joe Young,tt0120751,nominated,false,false,true,
Out of Sight,tt0120780,nominated,false,false,false,
Life Is Beautiful,tt0118799,won,false,false,false,
Central Station,tt0140888,nominated,false,false,false,
Children of Heaven,tt0118849,nominated,false,false,false,
Tango,tt0120274,nominated,false,false,false,
The Grandfather,tt0176415,nominated,false,false,false,
Elizabeth,tt0127536,won,true,false,false,
A Bug's Life,tt0120623,nominated,false,false,true,
Mulan,tt0120762,nominated,false,false,true,
Patch Adams,tt0129290,nominated,false,false,false,
The Prince of Egypt,tt0120794,won,false,true,false,
Babe: Pig in the City,tt0120595,nominated,false,false,false,
Quest for Camelot,tt0120800,nominated,false,false,false,
The Horse Whisperer,tt0119314,nominated,false,false,false,
Bunny,tt0179011,won,false,false,false,
Jolly Roger,tt0188723,nominated,false,false,false,
More,tt0188913,nominated,false,false,false,
The Canterbury Tales,tt0188478,nominated,false,false,false,
When Life Departs,tt0189205,nominated,false,false,false,
Election Night,tt0189179,won,false,false,false,
Culture,tt0188533,nominated,false,false,false,
Holiday Romance,tt0188667,nominated,false,false,false,
The Postcard,tt0188485,nominated,false,false,false,
Victor,tt0189186,nominated,false,false,false,
Gods and Monsters,tt0120684,won,false,true,false,
A Simple Plan,tt0120324,nominated,false,false,false,
Primary Colors,tt0119942,nominated,false,false,false,
Bulworth,tt0118798,nominated,false,false,false,
The Truman Show,tt0120382,nominated,false,false,false,
The Madness of King George,tt0110428,won,false,false,false,
Bullets Over Broadway,tt0109348,nominated,false,false,false,
Interview with the Vampire: The Vampire Chronicles,tt0110148,nominated,false,false,false,
Legends of the Fall,tt0110322,won,false,false,false,
The Shawshank Redemption,tt0111161,nominated,true,false,false,
Three Colors: Red,tt0111495,nominated,false,false,false,
Wyatt Earp,tt0111756,nominated,false,false,false,
"The Adventures of Priscilla, Queen of the Desert",tt0109045,won,false,false,false,
Little Women,tt0110367,nominated,false,false,false,
Maverick,tt0110478,nominated,false,false,false,
Queen Margot,tt0110963,nominated,false,false,false,
Maya Lin: A Strong Clear Vision,tt0110480,won,false,false,false,
A Great Day in Harlem,tt0109934,nominated,false,false,false,
American Experience,tt0094416,nominated,false,false,false,
Complaints of a Dutiful Daughter,tt0109465,nominated,false,false,false,
Freedom on My Mind,tt0109839,nominated,false,false,false,
A Time for Justice,tt0111436,won,false,false,false,
89 mm od Europy,tt0109023,nominated,false,false,false,
Blues Highway,tt0109308,nominated,false,false,false,
School of the Americas Assassins,tt0111088,nominated,false,false,false,
Straight from the Heart,tt0111295,nominated,false,false,false,
Speed,tt0111257,won,false,false,false,
Clear and Present Danger,tt0109444,nominated,false,false,false,
Forrest Gump,tt0109830,won,false,false,false,
The Mask,tt0110475,nominated,false,false,false,
True Lies,tt0111503,nominated,false,false,false,
Hoop Dreams,tt0110057,nominated,false,false,false,
Burnt by the Sun,tt0111579,won,false,false,false,
Before the Rain,tt0110882,nominated,false,false,false,
Eat Drink Man Woman,tt0111797,nominated,false,false,false,
Farinelli,tt0109771,nominated,false,false,false,
Strawberry and Chocolate,tt0106966,nominated,false,false,false,
Ed Wood,tt0109707,won,false,false,false,
Mary Shelley's Frankenstein,tt0109836,nominated,false,false,false,
The Lion King,tt0110357,won,false,false,true,
Junior,tt0110216,nominated,false,false,false,
The Paper,tt0110771,nominated,false,false,false,
Four Weddings and a Funeral,tt0109831,nominated,false,false,false,
Quiz Show,tt0110932,nominated,false,false,false,
Bob's Birthday,tt0106446,won,false,false,false,
The Big Story,tt0109270,nominated,false,false,false,
The Janitor,tt0110183,nominated,false,false,false,
The Monk and the Fish,tt0110547,nominated,false,false,false,
Triangle,tt0111489,nominated,false,false,false,
Franz Kafka's It's a Wonderful Life,tt0106961,won,false,false,false,
Trevor,tt0111486,won,false,false,false,
Kangaroo Court,tt0110239,nominated,false,false,false,
On Hope,tt0110726,nominated,false,false,false,
Syrup,tt0111338,nominated,false,false,false,
Nobody's Fool,tt0110684,nominated,false,false,false,
Pulp Fiction,tt0110912,won,false,false,false,
Heavenly Creatures,tt0110005,nominated,false,false,false,
Schindler's List,tt0108052,won,false,false,false,
Addams Family Values,tt0106220,nominated,false,false,false,
Orlando,tt0107756,nominated,false,false,false,
The Remains of the Day,tt0107943,nominated,false,false,false,
Farewell My Concubine,tt0106332,nominated,false,false,false,
Searching for Bobby Fischer,tt0108065,nominated,false,false,false,
The Fugitive,tt0106977,nominated,false,false,false,
The Age of Innocence,tt0106226,won,false,false,false,
I Am a Promise: The Children of Stanton Elementary School,tt0107177,won,false,false,false,
Children of Fate: Life and Death in a Sicilian Family,tt0106556,nominated,false,false,false,
For Better or for Worse,tt0106939,nominated,false,false,false,
The Broadcast Tapes of Dr. Peter,tt0106485,nominated,false,false,false,
The War Room,tt0108515,nominated,false,false,false,
Defending Our Lives,tt0106694,won,false,false,false,
Blood Ties: The Life and Work of Sally Mann,tt0106431,nominated,false,false,false,
Chicks in White Satin,tt0106555,nominated,false,false,false,
Jurassic Park,tt0107290,won,false,false,false,
Cliffhanger,tt0106582,nominated,false,false,false,
The Nightmare Before Christmas,tt0107688,nominated,false,false,true,
In the Line of Fire,tt0107206,nominated,false,false,false,
In the Name of the Father,tt0107207,nominated,false,false,false,
Belle Epoque,tt0103791,won,false,false,false,
Hedd Wyn,tt0104403,nominated,false,false,false,
The Scent of Green Papaya,tt0107617,nominated,false,false,false,
The Wedding Banquet,tt0107156,nominated,false,false,false,
Mrs. Doubtfire,tt0107614,won,false,false,false,
The Firm,tt0106918,nominated,false,false,false,
Philadelphia,tt0107818,won,true,false,false,
Beethoven's 2nd,tt0106375,nominated,false,false,false,
Poetic Justice,tt0107840,nominated,false,false,false,
Sleepless in Seattle,tt0108160,nominated,false,false,false,
The Wrong Trousers,tt0108598,won,false,false,false,
Blindscape,tt0106428,nominated,false,false,false,
Small Talk,tt0108165,nominated,false,false,false,
The Mighty River,tt0107574,nominated,false,false,false,
The Village,tt0108494,nominated,false,false,false,
Black Rider,tt0108056,won,false,false,false,
Down on the Waterfront,tt0106766,nominated,false,false,false,
Partners,tt0110781,nominated,false,false,false,
The Dutch Master,tt0112917,nominated,false,false,false,
The Screw,tt0108498,nominated,false,false,false,
Geronimo: An American Legend,tt0107004,nominated,false,false,false,
Shadowlands,tt0108101,nominated,false,false,false,
The Piano,tt0107822,won,false,false,false,
Dave,tt0106673,nominated,false,false,false,
Howards End,tt0104454,won,true,false,false,
Chaplin,tt0103939,nominated,false,false,false,
Toys,tt0105629,nominated,false,false,false,
A River Runs Through It,tt0105265,won,false,false,false,
Hoffa,tt0104427,nominated,false,false,false,
The Lover,tt0101316,nominated,false,false,false,
Bram Stoker's Dracula,tt0103874,won,false,false,false,
Enchanted April,tt0101811,nominated,false,false,false,
Malcolm X,tt0104797,nominated,true,false,false,
The Panama Deception,tt0105089,won,false,false,false,
Changing Our Minds: The Story of Dr. Evelyn Hooker,tt0103938,nominated,false,false,false,
Fires of Kuwait,tt0104275,nominated,false,false,false,
Liberators: Fighting on Two Fronts in World War II,tt0104721,nominated,false,false,false,
Music for the Movies: Bernard Herrmann,tt0104946,nominated,false,false,false,
Educating Peter,tt0104167,won,false,false,false,
At the Edge of Conquest: The Journey of Chief Wai-Wai,tt0103728,nominated,false,false,false,
Beyond Imagining: Margaret Anderson and the 'Little Review',tt0103803,nominated,false,false,false,
The Colours of My Father: A Portrait of Sam Borenstein,tt0103985,nominated,false,false,false,
When Abortion Was Illegal: Untold Stories,tt0105805,nominated,false,false,false,
Under Siege,tt0105690,nominated,false,false,false,
Death Becomes Her,tt0104070,won,false,false,false,
Alien³,tt0103644,nominated,false,false,false,
Batman Returns,tt0103776,nominated,false,false,false,
Unforgiven,tt0105695,won,false,false,false,
A Few Good Men,tt0104257,nominated,false,false,false,
Basic Instinct,tt0103772,nominated,false,false,false,
The Player,tt0105151,nominated,false,false,false,
